"idarvore";"dap";"ht";"hi";"dicc";"vcc"
40661;16,1;22,5;21,25;3;0,205443960707652
40661;16,1;22,5;22,5;0;0,205738485018926
42123;15,3;28;0,1;18,7;0,00274645883758454
42123;15,3;28;0,7;17;0,017795237426994
42123;15,3;28;1,3;15,3;0,0301202551857412
42123;15,3;28;2;15,15;0,0428644693967246
42123;15,3;28;4;13,65;0,0755248593225258
42123;15,3;28;6;13;0,103431823213905
42123;15,3;28;8;12,2;0,128394918439329
42123;15,3;28;10;11,3;0,150113533851759
42123;15,3;28;12;10,4;0,168637149535488
42123;15,3;28;14;9,5;0,184220234495457
42123;15,3;28;16;8,6;0,197117257736606
42123;15,3;28;18;7,5;0,207343927222204
42123;15,3;28;20;6,3;0,214879037201839
42123;15,3;28;22;5,35;0,220244288405548
42123;15,3;28;24,6355140186916;3;0,224138081469792
42123;15,3;28;28;0;0,224930819802941
42124;15,9;28,8;0,1;18,7;0,00274645883758454
42124;15,9;28,8;0,7;16,7;0,0175570261640356
42124;15,9;28,8;1,3;15,9;0,0300849122683883
42124;15,9;28,8;2;15,5;0,0436386069139544
42124;15,9;28,8;4;14,55;0,0791348732582429
42124;15,9;28,8;6;13,9;0,11093662664191
42124;15,9;28,8;8;13,15;0,139692605947921
42124;15,9;28,8;10;12,35;0,16525299647661
42124;15,9;28,8;12;11,25;0,187172281119787
42124;15,9;28,8;14;10,75;0,206188734151048
42124;15,9;28,8;16;9,65;0,222578815723908
42124;15,9;28,8;18;8,2;0,23517365702169
42124;15,9;28,8;20;7,15;0,244469826033203
42124;15,9;28,8;22;6,05;0,251359731421607
42124;15,9;28,8;24;4,9;0,2561202260395
42124;15,9;28,8;25,8612244897959;3;0,258532930728975
42124;15,9;28,8;28,8;0;0,259225363395481
42125;19,8;29,8;0,1;23,6;0,00437435361085843
42125;19,8;29,8;0,7;21;0,027888232145182
42125;19,8;29,8;1,3;19,8;0,0475162747262803
42125;19,8;29,8;2;18,95;0,0681643826245221
42125;19,8;29,8;4;17,3;0,119874408653988
42125;19,8;29,8;6;16,45;0,164633660937386
42125;19,8;29,8;8;15,65;0,205122899755933
42125;19,8;29,8;10;14,9;0,24179569254899
42125;19,8;29,8;12;13,75;0,27408125120131
42125;19,8;29,8;14;13,45;0,303138234353444
42125;19,8;29,8;16;12;0,328656017031768
42125;19,8;29,8;18;11,2;0,349817785146349
42125;19,8;29,8;20;9,4;0,366609597879786
42125;19,8;29,8;22;8,15;0,378766187002393
42125;19,8;29,8;24;7,2;0,388054502032272
42125;19,8;29,8;26;5,05;0,394128967777528
42125;19,8;29,8;27,5425742574257;3;0,396219017074886
42125;19,8;29,8;29,8;0;0,396750910484553
42127;21,9;31,6;0,1;24,7;0,00479163565507149
42127;21,9;31,6;0,7;22,7;0,0313077772087981
42127;21,9;31,6;1,3;21,9;0,0547495561917217
42127;21,9;31,6;2;20,3;0,0792614401722744
42127;21,9;31,6;4;18,75;0,139238567269661
42127;21,9;31,6;6;17,95;0,19215594662581
42127;21,9;31,6;8;17,1;0,240427499495921
42127;21,9;31,6;10;16,45;0,284646397842902
42127;21,9;31,6;12;15,65;0,325135636661449
42127;21,9;31,6;14;14,3;0,360432411872234
42127;21,9;31,6;16;13,25;0,390281665421695
42127;21,9;31,6;18;12,15;0,415664555965455
42127;21,9;31,6;20;10,95;0,436675920331746
42127;21,9;31,6;22;10;0,453947022294396
42127;21,9;31,6;24;9,05;0,468233611236137
42127;21,9;31,6;26;6,95;0,478459888022653
42127;21,9;31,6;28;5,65;0,484760744788509
42127;21,9;31,6;29,6884955752212;3;0,487474195704431
42127;21,9;31,6;31,6;0;0,487924583323795
42128;24;31,9;0,1;27,5;0,0059395736106932
42128;24;31,9;0,7;25,9;0,0395638827024321
42128;24;31,9;1,3;24;0,0689411512255993
42128;24;31,9;2;22,55;0,0987529707350972
42128;24;31,9;4;20,9;0,172997640868762
42128;24;31,9;6;20,6;0,24063377450606
42128;24;31,9;8;19,65;0,304288921202638
42128;24;31,9;10;17,9;0,359779853990698
42128;24;31,9;12;17,2;0,408180015810066
42128;24;31,9;14;16,1;0,451773540869441
42128;24;31,9;16;14,75;0,489219165455282
42128;24;31,9;18;13,75;0,521155418274431
42128;24;31,9;20;11,95;0,547220034424021
42128;24;31,9;22;11,05;0,568025624471501
42128;24;31,9;24;8,4;0,583157301837057
42128;24;31,9;26;6;0,59152650466622
42128;24;31,9;28,95;3;0,596739584975771
42128;24;31,9;31,9;0;0,597434662350377
42718;13,9;19;0,1;16,1;0,00203583057934253
42718;13,9;19;0,7;14,3;0,0129615044303644
42718;13,9;19;1,3;13,9;0,0223320899178594
42718;13,9;19;2;12,75;0,0321118973009155
42718;13,9;19;4;11,8;0,0558154102217914
42718;13,9;19;6;11,05;0,0763412021735611
42718;13,9;19;8;9,6;0,0931693395720557
42718;13,9;19;10;8,2;0,105688586296611
42718;13,9;19;12;6,75;0,114548073929275
42718;13,9;19;14;5,7;0,120678302944133
42718;13,9;19;16,3684210526316;3;0,124537191473005
42718;13,9;19;19;0;0,125157242654634
42720;18,1;20;0,1;19,6;0,00301718558450764
42720;18,1;20;0,7;18,8;0,0203964761441664
42720;18,1;20;1,3;18,1;0,0364433387196213
42720;18,1;20;2;16,95;0,053346628904876
42720;18,1;20;4;15,4;0,0945378173319594
42720;18,1;20;6;13,85;0,128230024094924
42720;18,1;20;8;12,55;0,155665945437805
42720;18,1;20;10;11,3;0,178064912009278
42720;18,1;20;12;10,05;0,196026378957555
42720;18,1;20;14;8,05;0,209048673205767
42720;18,1;20;16;6,85;0,217823534186325
42720;18,1;20;18,2481751824818;3;0,222760687495857
42720;18,1;20;20;0;0,223173451494139
42724;17,5;27,4;0,1;22;0,00380132711084365
42724;17,5;27,4;0,7;18,8;0,0235330422495104
42724;17,5;27,4;1,3;17,5;0,0390766216818603
42724;17,5;27,4;2;16,85;0,0552998355974291
42724;17,5;27,4;4;15,45;0,0963467071119883
42724;17,5;27,4;6;14,9;0,132530982247413
42724;17,5;27,4;8;13,55;0,164387713502518
42724;17,5;27,4;10;12,6;0,191276801374134
42724;17,5;27,4;12;11,3;0,213774531764653
42724;17,5;27,4;14;10,4;0,232298147448382
42724;17,5;27,4;16;9,5;0,247881232408351
42724;17,5;27,4;18;8,15;0,26018626178384
42724;17,5;27,4;20;7,3;0,269588459547411
42724;17,5;27,4;22;5,8;0,276415925781825
42724;17,5;27,4;24,6068965517241;3;0,280781092942442
42724;17,5;27,4;27,4;0;0,281439202437978
42725;18,4;27,1;0,1;22;0,00380132711084365
42725;18,4;27,1;0,7;20;0,024630086404144
42725;18,4;27,1;1,3;18,4;0,0420319964309086
42725;18,4;27,1;2;17,45;0,0597091001566506
42725;18,4;27,1;4;16,25;0,104364090833858
42725;18,4;27,1;6;14,9;0,142540135711658
42725;18,4;27,1;8;14,4;0,176262776653454
42725;18,4;27,1;10;12,95;0,20572011651938
42725;18,4;27,1;12;12,2;0,230581306333104
42725;18,4;27,1;14;10,9;0,251602488176436
42725;18,4;27,1;16;10,55;0,269675481663916
42725;18,4;27,1;18;8,65;0,284293704980151
42725;18,4;27,1;20;7,15;0,29418540214906
42725;18,4;27,1;22;6,1;0,301123020475891
42725;18,4;27,1;24,5918032786885;3;0,305826268580437
42725;18,4;27,1;27,1;0;0,306417248509945
42726;18;26,3;0,1;23;0,0041547562843725
42726;18;26,3;0,7;19;0,0251248872470844
42726;18;26,3;1,3;18;0,0412648195049019
42726;18;26,3;2;17,75;0,0588319674877683
42726;18;26,3;4;15,75;0,103059701564087
42726;18;26,3;6;14,8;0,139745846125923
42726;18;26,3;8;13,85;0,172014911416811
42726;18;26,3;10;12,65;0,199648753096869
42726;18;26,3;12;11,85;0,223245648217063
42726;18;26,3;14;10,45;0,242851149870872
42726;18;26,3;16;8,95;0,257719129803068
42726;18;26,3;18;8,05;0,269099941889778
42726;18;26,3;20;6,9;0,27792879899407
42726;18;26,3;22;5,9;0,284402050656792
42726;18;26,3;24,1135593220339;3;0,288038249134964
42726;18;26,3;26,3;0;0,28855341708282
42728;17,4;28,8;0,1;21,5;0,0036305030103047
42728;17,4;28,8;0,7;18;0,022156082189442
42728;17,4;28,8;1,3;17,4;0,0369237667761716
42728;17,4;28,8;2;16,65;0,0528668684367647
42728;17,4;28,8;4;15,65;0,0938760408394807
42728;17,4;28,8;6;15,05;0,130901673757445
42728;17,4;28,8;8;14,25;0,164639629963427
42728;17,4;28,8;10;13,45;0,194796170544318
42728;17,4;28,8;12;12,65;0,221572357429945
42728;17,4;28,8;14;11,3;0,244169244338594
42728;17,4;28,8;16;10,25;0,26244958294121
42728;17,4;28,8;18;9,25;0,277421235430974
42728;17,4;28,8;20;8,05;0,2892308749149
42728;17,4;28,8;22;6,8;0,297952132470806
42728;17,4;28,8;24;5,75;0,304180536256089
42728;17,4;28,8;26,295652173913;3;0,307972472736718
42728;17,4;28,8;28,8;0;0,308562545791653
42729;16,5;28,1;0,1;21,7;0,00369836141162224
42729;16,5;28,1;0,7;17,8;0,0222588122692144
42729;16,5;28,1;1,3;16,5;0,0361389183914885
42729;16,5;28,1;2;15,9;0,0505722589800597
42729;16,5;28,1;4;15,35;0,0889336578244221
42729;16,5;28,1;6;14,35;0,123612521030155
42729;16,5;28,1;8;13,6;0,154312360790575
42729;16,5;28,1;10;12,75;0,181606714114504
42729;16,5;28,1;12;11,7;0,205125658466981
42729;16,5;28,1;14;10,75;0,224953231451491
42729;16,5;28,1;16;9,55;0,241192516576978
42729;16,5;28,1;18;8,95;0,254646779815058
42729;16,5;28,1;20;7,35;0,265180932681627
42729;16,5;28,1;22;6,3;0,272541095220365
42729;16,5;28,1;24;5,2;0,277782057164716
42729;16,5;28,1;25,7346153846154;3;0,280237036619291
42729;16,5;28,1;28,1;0;0,280794367239086
42730;18,5;28,8;0,1;23;0,0041547562843725
42730;18,5;28,8;0,7;19,6;0,0256705818910129
42730;18,5;28,8;1,3;18,5;0,0427862142872191
42730;18,5;28,8;2;16,85;0,0599990298886687
42730;18,5;28,8;4;16,3;0,103165494696697
42730;18,5;28,8;6;15,5;0,142901929375627
42730;18,5;28,8;8;14,5;0,178284116636682
42730;18,5;28,8;10;14,05;0,21030106911712
42730;18,5;28,8;12;12,75;0,238572654105856
42730;18,5;28,8;14;11,85;0,262369040359554
42730;18,5;28,8;16;10,95;0,282814918048198
42730;18,5;28,8;18;9,95;0,30000767654405
42730;18,5;28,8;20;8,4;0,313325084152158
42730;18,5;28,8;22;8,35;0,324342845937838
42730;18,5;28,8;24;6,35;0,332985760026945
42730;18,5;28,8;26,5322834645669;3;0,337890514662377
42730;18,5;28,8;28,8;0;0,338424832782988
42731;17,8;27,5;0,1;22,4;0,00394081382466304
42731;17,8;27,5;0,7;19,5;0,0247226848476085
42731;17,8;27,5;1,3;17,8;0,0411474810192904
42731;17,8;27,5;2;17,05;0,0578481777482966
42731;17,8;27,5;4;15,55;0,0996710226482925
42731;17,8;27,5;6;15,35;0,137167894464295
42731;17,8;27,5;8;14;0,171067446342397
42731;17,8;27,5;10;13,3;0,200354158457324
42731;17,8;27,5;12;12,3;0,226129355383702
42731;17,8;27,5;14;11,4;0,248218678729255
42731;17,8;27,5;16;10,15;0,266517081489629
42731;17,8;27,5;18;9,05;0,281041057026257
42731;17,8;27,5;20;7,45;0,291832820490419
42731;17,8;27,5;22;6,45;0,29945942935609
42731;17,8;27,5;24;5,45;0,305059710960196
42731;17,8;27,5;25,5733944954128;3;0,307451024547278
42731;17,8;27,5;27,5;0;0,307904970274746
43389;21;31,5;0,1;26,3;0,00543252055640381
43389;21;31,5;0,7;22,4;0,0335525236996043
43389;21;31,5;1,3;21;0,0557657828753417
43389;21;31,5;2;20,45;0,0793843451673691
43389;21;31,5;4;18,7;0,139694481086037
43389;21;31,5;6;17,65;0,19162598939758
43389;21;31,5;8;17,3;0,2395990909656
43389;21;31,5;10;16,45;0,284358343248998
43389;21;31,5;12;14,95;0,323165259201548
43389;21;31,5;14;14,25;0,356667595958511
43389;21;31,5;16;13,05;0,3859916144862
43389;21;31,5;18;11,9;0,410489164950271
43389;21;31,5;20;10,85;0,430857091871198
43389;21;31,5;22;9,85;0,447723124731076
43389;21;31,5;24;8,75;0,461356458750411
43389;21;31,5;26;6,85;0,471054947971124
43389;21;31,5;28;5,2;0,476863949137152
43389;21;31,5;29,4807692307692;3;0,478959663305692
43389;21;31,5;31,5;0;0,479435433346981
43390;15,7;28;0,1;18,8;0,00277591126871194
43390;15,7;28;0,7;16,6;0,0175963746120218
43390;15,7;28;1,3;15,7;0,0298968879480709
43390;15,7;28;2;15,45;0,0432343133918685
43390;15,7;28;4;14,1;0,0775964647882111
43390;15,7;28;6;13,1;0,106689183556779
43390;15,7;28;8;12,45;0,132341269321044
43390;15,7;28;10;11,65;0,155174757426417
43390;15,7;28;12;10,85;0,175080281178643
43390;15,7;28;14;9,95;0,192101822874874
43390;15,7;28;16;9,1;0,206381343233144
43390;15,7;28;18;8,05;0,217974801872595
43390;15,7;28;20;7,25;0,227192627417309
43390;15,7;28;22;6,6;0,234742070913426
43390;15,7;28;24;4,95;0,24008768716305
43390;15,7;28;25,5757575757576;3;0,242160817015171
43390;15,7;28;28;0;0,24273201567946
43391;17,9;30,4;0,1;20,9;0,00343069771753639
43391;17,9;30,4;0,7;19,2;0,0224086662387906
43391;17,9;30,4;1,3;17,9;0,038644024373461
43391;17,9;30,4;2;16,5;0,0549356170166306
43391;17,9;30,4;4;15,65;0,0955542501825973
43391;17,9;30,4;6;15;0,132461877026511
43391;17,9;30,4;8;14,35;0,166306451033175
43391;17,9;30,4;10;13,6;0,197006290793595
43391;17,9;30,4;12;12,6;0,224001996465892
43391;17,9;30,4;14;11,6;0,247039295394666
43391;17,9;30,4;16;10,65;0,266515795400137
43391;17,9;30,4;18;9,85;0,283044107049754
43391;17,9;30,4;20;9,05;0,297096843688343
43391;17,9;30,4;22;7,45;0,307888607152506
43391;17,9;30,4;24;6,45;0,315515216018177
43391;17,9;30,4;26;5,25;0,320947422415315
43391;17,9;30,4;27,8857142857143;3;0,323654942333956
43391;17,9;30,4;30,4;0;0,324247356948633
43392;23,2;31,9;0,1;28,1;0,00620158243800259
43392;23,2;31,9;0,7;24,7;0,0391812367172248
43392;23,2;31,9;1,3;23,2;0,0662381249064506
43392;23,2;31,9;2;22,25;0,0946425109071403
43392;23,2;31,9;4;20,4;0,166209758701783
43392;23,2;31,9;6;19,55;0,228913002824323
43392;23,2;31,9;8;18,5;0,285811369121192
43392;23,2;31,9;10;18,15;0,338564403911649
43392;23,2;31,9;12;16,55;0,385949438604826
43392;23,2;31,9;14;15,8;0,427068370400877
43392;23,2;31,9;16;14,45;0,46307436015321
43392;23,2;31,9;18;13,1;0,492951888036553
43392;23,2;31,9;20;11,8;0,517365989945763
43392;23,2;31,9;22;10,35;0,536715255448763
43392;23,2;31,9;24;9;0,551490362048137
43392;23,2;31,9;26;8,25;0,56319770342128
43392;23,2;31,9;28;5,6;0,571006328311319
43392;23,2;31,9;29,8107142857143;3;0,573876190030334
43392;23,2;31,9;31,9;0;0,574368466379177
43786;15,4;22,7;0,1;18,6;0,00271716348608981
43786;15,4;22,7;0,7;17;0,0176780560210151
43786;15,4;22,7;1,3;15,4;0,0300754089506112
43786;15,4;22,7;2;15,35;0,0430716967021371
43786;15,4;22,7;4;13,95;0,0768614891869038
43786;15,4;22,7;6;13,65;0,106779268726121
43786;15,4;22,7;8;12,05;0,132817181338155
43786;15,4;22,7;10;10,8;0,153382243198095
43786;15,4;22,7;12;9,4;0,169482905547742
43786;15,4;22,7;14;8,3;0,181833291667167
43786;15,4;22,7;16;7,3;0,191429286427557
43786;15,4;22,7;18;5,4;0,197904894284769
43786;15,4;22,7;20,0888888888889;3;0,201035177204806
43786;15,4;22,7;22,7;0;0,201650405766134
43788;11,5;19;0,1;13,9;0,00151746779150021
43788;11,5;19;0,7;12,1;0,00951957551909145
43788;11,5;19;1,3;11,5;0,0160853470854614
43788;11,5;19;2;10,8;0,0229270682965411
43788;11,5;19;4;10,3;0,0404202415898925
43788;11,5;19;6;9,55;0,0559155583051016
43788;11,5;19;8;8,4;0,0686203553457596
43788;11,5;19;10;7;0,0780105757873395
43788;11,5;19;12;5,55;0,0842782494807919
43788;11,5;19;14;4,5;0,0882879034544768
43788;11,5;19;15,6666666666667;3;0,090202311477758
43788;11,5;19;19;0;0,0909877096411555
43792;16,4;22,7;0,1;21,7;0,00369836141162224
43792;16,4;22,7;0,7;17,5;0,022009291272703
43792;16,4;22,7;1,3;16,4;0,0355623575997384
43792;16,4;22,7;2;16,35;0,0503041927694151
43792;16,4;22,7;4;14,95;0,0888534981243704
43792;16,4;22,7;6;13,85;0,121473047345675
43792;16,4;22,7;8;12,75;0,149306380159235
43792;16,4;22,7;10;11,5;0,172460899763896
43792;16,4;22,7;12;10,4;0,191342657010135
43792;16,4;22,7;14;9,1;0,206341405736536
43792;16,4;22,7;16;8,5;0,218519789658176
43792;16,4;22,7;18;6,55;0,227563845859239
43792;16,4;22,7;20,5473282442748;3;0,232755826612003
43792;16,4;22,7;22,7;0;0,233263037945007
43793;15,2;21,8;0,1;20,6;0,00333291564619341
43793;15,2;21,8;0,7;16,8;0,0199817859138925
43793;15,2;21,8;1,3;15,2;0,0320756609931518
43793;15,2;21,8;2;13,8;0,0436616976199583
43793;15,2;21,8;4;13,35;0,0726163826613094
43793;15,2;21,8;6;13;0,0998871740403365
43793;15,2;21,8;8;11,5;0,123547293712685
43793;15,2;21,8;10;10,35;0,14234756589947
43793;15,2;21,8;12;9,45;0,157774749324005
43793;15,2;21,8;14;8;0,169815099518428
43793;15,2;21,8;16;6,8;0,178473328871722
43793;15,2;21,8;18;5,45;0,184437838874103
43793;15,2;21,8;19,7082568807339;3;0,187034122197221
43793;15,2;21,8;21,8;0;0,187526977558472
43794;14;21,1;0,1;18,8;0,00277591126871194
43794;14;21,1;0,7;15,3;0,016619260756939
43794;14;21,1;1,3;14;0,0267530176398073
43794;14;21,1;2;13,4;0,0370767623384014
43794;14;21,1;4;12,2;0,0628692380243736
43794;14;21,1;6;11,6;0,0851274219750573
43794;14;21,1;8;10,35;0,104109121137588
43794;14;21,1;10;9,5;0,119610721038104
43794;14;21,1;12;8,3;0,132109547410411
43794;14;21,1;14;7,1;0,141479347499742
43794;14;21,1;16;5,95;0,148219045489397
43794;14;21,1;18,5285714285714;3;0,152628070221679
43794;14;21,1;21,1;0;0,153233948804871
43795;12,5;20,8;0,1;15,1;0,00179078635236252
43795;12,5;20,8;0,7;13;0,0111451140978752
43795;12,5;20,8;1,3;12,5;0,0188086366772258
43795;12,5;20,8;2;11,6;0,0268026940736422
43795;12,5;20,8;4;10,6;0,046195745524252
43795;12,5;20,8;6;9,85;0,0626406086190086
43795;12,5;20,8;8;9,15;0,0768362877233358
43795;12,5;20,8;10;8,1;0,0885648348468907
43795;12,5;20,8;12;7,2;0,0977893362759937
43795;12,5;20,8;14;6;0,104688273743277
43795;12,5;20,8;16;4,8;0,109325264499975
43795;12,5;20,8;17,8;3;0,111590038643948
43795;12,5;20,8;20,8;0;0,112296896991006
43796;12,8;20,6;0,1;15,8;0,00196066797510539
43796;12,8;20,6;0,7;14;0,0124608131011986
43796;12,8;20,6;1,3;12,8;0,0209393433547067
43796;12,8;20,6;2;12,2;0,0295345837752957
43796;12,8;20,6;4;10,95;0,0506415703679796
43796;12,8;20,6;6;10,25;0,0683102801508502
43796;12,8;20,6;8;9,5;0,0836500880297067
43796;12,8;20,6;10;8,2;0,0960193237050531
43796;12,8;20,6;12;7,5;0,105718205624848
43796;12,8;20,6;14;6,3;0,113253315604483
43796;12,8;20,6;16;5,05;0,118373522581212
43796;12,8;20,6;17,8673267326733;3;0,120903582256961
43796;12,8;20,6;20,6;0;0,121547453226558
43798;15,1;22,1;0,1;20,1;0,00317308711994203
43798;15,1;22,1;0,7;16,2;0,0188759452998289
43798;15,1;22,1;1,3;15,1;0,0304319011769773
43798;15,1;22,1;2;14,35;0,0423602437758235
43798;15,1;22,1;4;13,05;0,071908886178244
43798;15,1;22,1;6;12,8;0,0981523767595472
43798;15,1;22,1;8;11,15;0,120784606585549
43798;15,1;22,1;10;10;0,138402854536421
43798;15,1;22,1;12;8,75;0,152270040858908
43798;15,1;22,1;14;7,45;0,162642401703816
43798;15,1;22,1;16;6,35;0,170168479604572
43798;15,1;22,1;18;5;0,175298896757425
43798;15,1;22,1;19,64;3;0,177488586836977
43798;15,1;22,1;22,1;0;0,178068210681564
43799;15,6;22,2;0,1;19,5;0,0029864765163188
43799;15,6;22,2;0,7;16,8;0,0185960293943941
43799;15,6;22,2;1,3;15,6;0,030980187634845
43799;15,6;22,2;2;15,05;0,0438962076940717
43799;15,6;22,2;4;13,4;0,0757882818665293
43799;15,6;22,2;6;12,75;0,102658520182224
43799;15,6;22,2;8;11,8;0,1263620331031
43799;15,6;22,2;10;10,45;0,145874661424087
43799;15,6;22,2;12;9,2;0,161099015772924
43799;15,6;22,2;14;8;0,172773174073663
43799;15,6;22,2;16;7,05;0,181703347541033
43799;15,6;22,2;18;5,5;0,187982802206937
43799;15,6;22,2;19,9090909090909;3;0,190925367825938
43799;15,6;22,2;22,2;0;0,191465150563691
44145;15,2;25;0,1;19,6;0,00301718558450764
44145;15,2;25;0,7;15,5;0,0177294996007177
44145;15,2;25;1,3;15,2;0,0288340086135452
44145;15,2;25;2;14,3;0,0408062647872023
44145;15,2;25;4;13;0,0701401007919336
44145;15,2;25;6;12,3;0,0952956185673905
44145;15,2;25;8;12;0,118487640934354
44145;15,2;25;10;10,7;0,138789398060014
44145;15,2;25;12;9,65;0,15509524567985
44145;15,2;25;14;8,15;0,167625880677774
44145;15,2;25;16;7,5;0,177260556297712
44145;15,2;25;18;6,15;0,184648993170332
44145;15,2;25;20;4,95;0,189543987223707
44145;15,2;25;21,969696969697;3;0,192135399538858
44145;15,2;25;25;0;0,192849397869219
44146;17,2;25,4;0,1;22,7;0,00404707819617071
44146;17,2;25,4;0,7;18;0,023822382932906
44146;17,2;25,4;1,3;17,2;0,0384270188609143
44146;17,2;25,4;2;16,15;0,0537290785405424
44146;17,2;25,4;4;14,9;0,0916506544134022
44146;17,2;25,4;6;13,75;0,123936213065722
44146;17,2;25,4;8;12,85;0,151753837916015
44146;17,2;25,4;10;11,85;0,175751286099542
44146;17,2;25,4;12;10,55;0,195521721367664
44146;17,2;25,4;14;9,2;0,210911009330815
44146;17,2;25,4;16;8,1;0,222711616735861
44146;17,2;25,4;18;6,8;0,231496295193462
44146;17,2;25,4;20;5,8;0,23777005572268
44146;17,2;25,4;22,6068965517241;3;0,242135222883297
44146;17,2;25,4;25,4;0;0,242793332378833
44147;19,6;25,7;0,1;26,3;0,00543252055640381
44147;19,6;25,7;0,7;20,7;0,0318261399966404
44147;19,6;25,7;1,3;19,6;0,0509737545211885
44147;19,6;25,7;2;19,05;0,0715097075616972
44147;19,6;25,7;4;17,45;0,123927573685925
44147;19,6;25,7;6;15,9;0,167698795079769
44147;19,6;25,7;8;14,7;0,204526114961475
44147;19,6;25,7;10;13,15;0,23507908526534
44147;19,6;25,7;12;11,85;0,259689144016317
44147;19,6;25,7;14;10,7;0,279709924949023
44147;19,6;25,7;16;8,7;0,294646627220515
44147;19,6;25,7;18;7,65;0,305187652321013
44147;19,6;25,7;20;6,25;0,312851960298527
44147;19,6;25,7;22,964;3;0,31844624342416
44147;19,6;25,7;25,7;0;0,319090898236676
44985;15;25,4;0,1;20,65;0,00334911448331348
44985;15;25,4;0,7;15,65;0,0191673083834953
44985;15;25,4;1,3;15;0,0302395964366694
44985;15;25,4;2;14;0,0418124383743308
44985;15;25,4;4;13,4;0,0713088517988854
44985;15;25,4;6;12,85;0,0983801520444095
44985;15;25,4;8;11,75;0,122192246261375
44985;15;25,4;10;11,05;0,142625557579405
44985;15;25,4;12;9,9;0,159913152903487
44985;15;25,4;14;9,1;0,174114722494039
44985;15;25,4;16;7,85;0,18545842451753
44985;15;25,4;18;6,75;0,193876714731905
44985;15;25,4;20;5,7;0,200006943746763
44985;15;25,4;22;4,25;0,203977327812278
44985;15;25,4;23,6857142857143;3;0,20576880699802
44985;15;25,4;25,4;0;0,206172726053482
44986;14,4;24,5;0,1;20;0,00314159265358979
44986;14,4;24,5;0,7;15,3;0,0180819862964504
44986;14,4;24,5;1,3;14,45;0,0285173949789256
44986;14,4;24,5;2;13,75;0,03945428038873
44986;14,4;24,5;4;13;0,0675764433768798
44986;14,4;24,5;6;12,2;0,0925395386023043
44986;14,4;24,5;8;11,45;0,114526171137993
44986;14,4;24,5;10;10,5;0,133481952161132
44986;14,4;24,5;12;9,65;0,149454790959686
44986;14,4;24,5;14;8,45;0,162376554242983
44986;14,4;24,5;16;7,6;0,172520953270965
44986;14,4;24,5;18;6,3;0,180174658373273
44986;14,4;24,5;20;5,5;0,185667733128075
44986;14,4;24,5;22;3,55;0,189033360607774
44986;14,4;24,5;23,3;3;0,190136187256386
44986;14,4;24,5;24,5;0;0,190418930595209
44988;10;21,7;0,1;13,75;0,0014848934026733
44988;10;21,7;0,7;11,4;0,00900168397014717
44988;10;21,7;1,3;10,05;0,0144436096695577
44988;10;21,7;2;9,85;0,019887106165295
44988;10;21,7;4;9,2;0,0341548455511139
44988;10;21,7;6;8,4;0,0463442250470422
44988;10;21,7;8;7,8;0,0566643569140847
44988;10;21,7;10;7,15;0,0654578711010234
44988;10;21,7;12;6,35;0,0726399446062114
44988;10;21,7;14;5,5;0,078182695794848
44988;10;21,7;16;4,35;0,0820446949138141
44988;10;21,7;18;3,3;0,0843861631884428
44988;10;21,7;19,4333333333333;3;0,0855057090004577
44988;10;21,7;21,7;0;0,0860397797515679
46418;14,3;22,8;0,1;19,35;0,00294070743834681
46418;14,3;22,8;0,7;15,4;0,0173507806063274
46418;14,3;22,8;1,3;14,35;0,0277906660583339
46418;14,3;22,8;2;13,65;0,038573063649398
46418;14,3;22,8;4;12,35;0,0651858877170389
46418;14,3;22,8;6;11,7;0,0879162923134653
46418;14,3;22,8;8;10,9;0,107998923351538
46418;14,3;22,8;10;9,85;0,124950368261686
46418;14,3;22,8;12;8,85;0,138721932357779
46418;14,3;22,8;14;7,75;0,149590664841954
46418;14,3;22,8;16;6,4;0,157524953438136
46418;14,3;22,8;18;5,25;0,162906698003276
46418;14,3;22,8;20;3,65;0,166117798394327
46418;14,3;22,8;20,4;3;0,166468439404375
46418;14,3;22,8;22,8;0;0,167033926082022
46419;12,6;22,3;0,1;17,45;0,00239155704249932
46419;12,6;22,3;0,7;13,05;0,0135788862916571
46419;12,6;22,3;1,3;12,65;0,0213619857413849
46419;12,6;22,3;2;11,6;0,029459745147801
46419;12,6;22,3;4;11,25;0,049968258339976
46419;12,6;22,3;6;10,35;0,0683218353213292
46419;12,6;22,3;8;9,45;0,0837490187458636
46419;12,6;22,3;10;8,65;0,0966393661026242
46419;12,6;22,3;12;7,65;0,107112257912448
46419;12,6;22,3;14;6,65;0,115181831342275
46419;12,6;22,3;16;5,5;0,121030887814636
46419;12,6;22,3;18;4,2;0,124792159619147
46419;12,6;22,3;20;3;0,126884460326437
46419;12,6;22,3;21,4;3;0,127874062012318
46419;12,6;22,3;22,3;0;0,128415986745062
46419;12,6;22,3;22,3;0;0,128086119516436
46420;13,1;22,4;0,1;16,7;0,00219039693789914
46420;13,1;22,4;0,7;13,6;0,0131196050806563
46420;13,1;22,4;1,3;13,1;0,0215210877743352
46420;13,1;22,4;2;12,9;0,0308128978260414
46420;13,1;22,4;4;12,2;0,0555725749271459
46420;13,1;22,4;6;10,7;0,0762544647638909
46420;13,1;22,4;8;9,95;0,0930221265038039
46420;13,1;22,4;10;9,05;0,107230371978745
46420;13,1;22,4;12;8,1;0,118815976636562
