"idfustemed";"ntorasisc";"sdtorasisc";"dminisc";"toraminisc";"vtocoi";"vprodisc";"vti"
4524;4;44,2022114098;5,67369024098853;4,1;0,00225347941220113;0,226010827972333;0,233103912264707
4525;4;54,4822619596586;6,55002489807212;5,6;0,00330242357587393;0,350548039061256;0,360066840656792
4526;4;49,1683954957891;5,73496225687499;5,30000000000001;0,00275345675129579;0,285472058064512;0,292517433000716
4527;5;64,650782128128;5,73772406696253;2;0,0035873775515542;0,3996720630751;0,406889954039299
4528;4;53,1799640173635;6,62892796839612;5,6;0,00310032427540978;0,332862669046422;0,342982770487658
4529;4;54,915516522256;7,01267809483258;5,6;0,00327096687756495;0,35410010830543;0,365778278289328
4530;4;52,7797129834242;6,89016804482653;5,6;0,00299048530551049;0,326354492578267;0,337994935197024
4531;5;62,2619426161659;5,52812823157263;2,3;0,00327165317724737;0,369561963461329;0,376304271909101
4532;4;48,5941409009927;6,00551047102103;5,6;0,00259809330106393;0,278159410325757;0,286384696336357
4533;4;46,9197562988815;5,64083723610281;5,6;0,00244925504566944;0,259985290709748;0,267044946232715
4534;3;24,6686516026956;5,61303068695553;3,2;0,00108533740244279;0,0856775329321464;0,0945034366705052
4535;4;43,1303194075094;5,60258037352698;4,1;0,00213283553566457;0,214800437634585;0,221816407000495
4536;4;47,5244659071962;5,51055256472358;5,6;0,00254691951011336;0,267578978550354;0,27413453310844
4537;4;48,3349932490916;5,68946013693005;5,6;0,00262018307838081;0,276424976772584;0,283484666923866
4538;4;53,3810585249936;6,76910486050705;5,6;0,00310050235155122;0,334822362711471;0,34560191164414
4539;4;46,8288622659265;5,58587751208713;5,30000000000001;0,00247668595295533;0,258401553608867;0,265190735011871
4540;4;45,4685677576717;5,5022461323869;5,00000000000001;0,00235079305459286;0,242598088131102;0,249176763050623
4541;3;27,9222347810954;5,65808616690114;5,6;0,00136693434950269;0,120056078046449;0,121672120998752
4542;4;55,8532835729939;6,9621595359277;5,6;0,00341986106370081;0,367169360463408;0,378332496253456
4543;4;48,9015871646899;5,81555578487744;5,6;0,00267167500355263;0,28268763207994;0,290122345601159
4544;4;53,0366977160109;6,69872020534317;5,6;0,00306604482543425;0,330646651285964;0,341149018381922
4545;4;44,2878298614437;5,65878314148422;4,40000000000001;0,00223575145779826;0,227527875336289;0,234661965027612
4546;1;12,1382275582675;11,3420683681407;5,3;0,00158129022298024;0,0635439642613789;0,0661334600932898
4547;4;53,2758493529239;6,74506612288527;5,6;0,00309047407920571;0,333556271318294;0,344237330980768
4548;4;44,511633454812;5,71173180989016;4,40000000000001;0,00225377978635273;0,229699006194327;0,23700409445434
4549;4;49,4690838722274;5,94155802819319;5,6;0,00272366890492542;0,289030156321661;0,296855849717266
4550;4;43,616961332269;5,50955171253518;4,40000000000001;0,00218024815990663;0,221028238031528;0,227704833924889
4551;4;41,3247363171147;5,57716622876818;3,5;0,00197587104247371;0,195198704646874;0,202257733971659
4552;4;53,7257331554623;6,83956338684617;5,6;0,00313515274154502;0,339027723653034;0,350090097796978
4553;4;42,7459824205546;5,70712738477533;3,8;0,00209509054457739;0,209636438216186;0,217054462206122
4554;4;51,6911414439799;6,41596765427435;5,6;0,00293446570089493;0,314614625248382;0,324048391999459
4555;4;52,2631159218255;6,53654596817827;5,6;0,00299003425271293;0,321379851112023;0,331259093072092
4556;4;49,791104738824;6,00910792373406;5,6;0,00275404914944333;0,292677254247197;0,300716785289398
4557;4;44,1571747691102;5,63233803526423;4,40000000000001;0,00222441041914107;0,226240600069505;0,233294008862199
4558;2;21,1391254648937;8,6315819616801;5,6;0,00140420317186956;0,100576167224874;0,10313792288246
4559;4;54,2624922987598;6,95048427339692;5,6;0,00318918769019889;0,345622276543868;0,357142554246705
4560;4;54,5119286911879;7,00353667502165;5,6;0,00321411113726789;0,348700533639874;0,360446891004007
4561;4;48,7598362085744;5,78697886279167;5,6;0,00265824338251915;0,28110163454828;0,288451526742833
4562;4;39,9042294858655;5,61282641549384;2,9;0,0018549576432922;0,179965615472555;0,187288578060984
4563;4;41,4726133697044;5,60980376665786;3,5;0,00198745668772259;0,196516013095353;0,203681725615117
4564;4;46,0399527198723;5,63181097716327;5,00000000000001;0,00239958165601403;0,248444014160236;0,255402004412504
4565;4;51,7434597842643;6,22075768715842;5,6;0,00297874580786595;0,316190057943435;0,324775900945452
4566;4;47,9156275447066;5,65897389530111;4,70000000000001;0,0026706406245489;0,269503317001444;0,276255808890365
4567;4;55,9543613163686;7,03296666371495;5,6;0,00341995496939578;0,368202201073431;0,379708250785219
4568;4;48,7897707736273;5,56164333544822;5,6;0,00270038101137134;0,282420915226463;0,289035037020719
4569;4;42,8895111521515;5,6844510086052;3,5;0,00214997084777929;0,210953021261274;0,218105050234868
4570;4;37,5351915809555;5,61603333900506;2;0,00165548300882641;0,156312280622176;0,163975840504176
4571;4;44,6674978456927;5,73341329615683;4,1;0,00230117077704661;0,230793993417509;0,238037191737567
4572;3;31,8960580188615;6,66925265157235;5,6;0,00174492908228673;0,156040454910901;0,168655611943725
4573;2;13,9081481173529;5,61331682532817;3,5;0,00065728020673734;0,0372045984909185;0,046996848155163
4574;4;40,6734820534179;5,68968630066858;2,9;0,00193406322913066;0,187202411046711;0,194657869470945
4575;4;41,5000610317428;5,69637729213129;3,2;0,00200425344192504;0,19591820780987;0,203322662763539
4576;4;43,7339030758307;5,63042337854256;3,8;0,0022352014861254;0,220749349607887;0,227643700736112
4577;3;29,2323361202285;5,94416766261874;5,6;0,00149466196137642;0,131528985914948;0,140885730241185
4578;3;24,5067761572392;5,50232362490245;3,2;0,00108517584541672;0,0848895812313725;0,0930596341657927
4579;4;45,758317532946;5,50519297207635;4,70000000000001;0,00241779621449519;0,245271945948523;0,251742102008031
4580;4;48,7206407561896;5,70160013367501;5,30000000000001;0,00270024503210098;0,280209697243575;0,287187820618683
4581;4;51,3453256628753;6,03747308629321;5,6;0,00295786457510206;0,311957560921777;0,319901249290643
4582;4;53,2751101958729;6,46612797358488;5,6;0,00314587144745202;0,334894923933979;0,344253735397751
4583;4;39,7535239899714;5,56128062205877;2,6;0,00187965443891643;0,178686076609884;0,185654751367564
4584;4;47,9456025468955;5,52930607325435;5,30000000000001;0,00262894414061566;0,271733368264829;0,278240085832063
4585;4;50,5365136573057;5,85980525252542;5,6;0,00287999203576661;0,30257152772342;0,309984382681087
4586;4;41,0680923886678;5,67557086246342;2,9;0,00198704471783593;0,191366421206031;0,198641682915302
4587;4;45,075968956769;5,57745747223407;4,40000000000001;0,0023503526285395;0,236702078418394;0,243406154642893
