"arv";"dap";"ht";"hi";"dicc";"disc"
187;36,92;23,65;10,64;27,12;26,52
187;36,92;23,65;13,01;25,02;24,62
187;36,92;23,65;15,37;22,22;21,92
187;36,92;23,65;17,74;18,14;17,94
187;36,92;23,65;20,1;8,59;8,39
187;36,92;23,65;22,47;2,87;2,67
188;41,83;22,92;0,05;52,68;45,98
188;41,83;22,92;0,23;48,7;42
188;41,83;22,92;0,46;46,15;42,35
188;41,83;22,92;0,69;45,26;37,86
188;41,83;22,92;0,92;43,26;37,16
188;41,83;22,92;1,15;42,97;36,07
188;41,83;22,92;2,29;39,09;36,79
188;41,83;22,92;3,44;36,06;34,26
188;41,83;22,92;5,73;33,55;31,85
188;41,83;22,92;8,02;32,5;31,2
188;41,83;22,92;10,31;28,14;27,34
188;41,83;22,92;12,61;27,76;27,06
188;41,83;22,92;14,9;21,58;20,98
188;41,83;22,92;17,19;17,22;17,02
188;41,83;22,92;19,48;7,64;7,44
188;41,83;22,92;21,77;3,76;3,56
194;28,65;17,87;0,07;37,5;25,7
194;28,65;17,87;0,18;35,01;26,11
194;28,65;17,87;0,36;33,04;26,04
194;28,65;17,87;0,54;30,4;24,4
194;28,65;17,87;0,71;29,92;25,12
194;28,65;17,87;0,89;28,81;24,81
194;28,65;17,87;1,79;26,99;23,39
194;28,65;17,87;2,68;25,53;23,43
194;28,65;17,87;4,47;24,35;23,25
194;28,65;17,87;6,25;21,55;20,65
194;28,65;17,87;8,04;19,48;18,88
194;28,65;17,87;9,83;17,51;17,11
194;28,65;17,87;11,62;14,26;13,96
194;28,65;17,87;13,3;11,3;11,1
194;28,65;17,87;15,19;6,37;6,17
194;28,65;17,87;16,98;2,45;2,25
195;30,27;22,62;0,09;42,88;29,38
195;30,27;22,62;0,23;36,7;28,7
195;30,27;22,62;0,45;33,39;26,39
195;30,27;22,62;0,68;32,21;27,71
195;30,27;22,62;0,9;31,58;27,28
195;30,27;22,62;1,13;30,37;26,37
195;30,27;22,62;2,26;27,95;26,25
195;30,27;22,62;3,39;26,64;25,24
195;30,27;22,62;5,66;24,64;23,74
195;30,27;22,62;7,92;22,38;21,58
195;30,27;22,62;10,18;20,85;20,35
195;30,27;22,62;12,44;19,32;18,92
195;30,27;22,62;14,7;15,88;15,58
195;30,27;22,62;16,97;12,16;11,96
195;30,27;22,62;19,23;8,47;8,27
195;30,27;22,62;21,39;3,31;3,11
196;38,04;23,6;0,15;49,02;38,72
196;38,04;23,6;0,24;45,52;37,52
196;38,04;23,6;0,47;42,65;36,65
196;38,04;23,6;0,71;40,9;36,1
196;38,04;23,6;0,94;39,69;35,59
196;38,04;23,6;1,18;39,15;35,25
196;38,04;23,6;2,36;36,76;33,66
196;38,04;23,6;3,54;34,76;32,36
196;38,04;23,6;5,9;32,56;30,66
196;38,04;23,6;8,26;30,4;29
196;38,04;23,6;10,62;26,93;25,83
196;38,04;23,6;12,98;22,98;22,08
196;38,04;23,6;15,34;19,67;19,07
196;38,04;23,6;16,6;14,77;14,27
196;38,04;23,6;20,06;9,04;8,74
196;38,04;23,6;22,42;4,04;3,84
199;50,61;23,88;0,12;65,22;51,22
199;50,61;23,88;0,24;55,7;48,2
199;50,61;23,88;0,48;54,11;48,11
199;50,61;23,88;0,72;52,36;46,36
199;50,61;23,88;0,96;51,57;45,77
199;50,61;23,88;1,19;50,77;45,17
199;50,61;23,88;2,39;43,89;40,79
199;50,61;23,88;3,58;40,68;39,68
199;50,61;23,88;5,97;36,54;35,84
199;50,61;23,88;8,36;35,08;34,48
199;50,61;23,88;10,75;31,64;31,24
199;50,61;23,88;13,13;26,42;26,22
199;50,61;23,88;15,52;22,35;22,15
199;50,61;23,88;17,91;18,14;17,94
199;50,61;23,88;20,3;6,53;6,33
199;50,61;23,88;22,69;2,23;2,03
200;10,12;10,42;0,06;13,59;9,39
200;10,12;10,42;0,1;11,75;8,25
200;10,12;10,42;0,21;11,62;8,52
200;10,12;10,42;0,31;11,14;8,64
200;10,12;10,42;0,42;10,66;8,46
200;10,12;10,42;0,52;10,54;8,64
200;10,12;10,42;1,04;10,12;8,52
200;10,12;10,42;1,56;9,3;8,3
200;10,12;10,42;2,61;8,44;7,84
200;10,12;10,42;3,65;7,61;7,01
200;10,12;10,42;4,69;7;6,5
200;10,12;10,42;5,73;6,33;5,93
200;10,12;10,42;6,77;5,19;4,99
200;10,12;10,42;7,82;3,98;3,78
200;10,12;10,42;8,86;2,52;2,32
200;10,12;10,42;9,9;1,37;1,17
201;17,03;18,4;0,11;23,01;14,01
201;17,03;18,4;0,18;20,72;15,72
201;17,03;18,4;0,37;20,15;15,55
201;17,03;18,4;0,55;19,77;15,17
201;17,03;18,4;0,74;18,37;15,17
201;17,03;18,4;0,92;17,76;15,96
201;17,03;18,4;1,84;16,42;15,02
201;17,03;18,4;2,76;15,53;14,53
201;17,03;18,4;4,6;14,01;13,41
201;17,03;18,4;6,44;12,67;12,07
201;17,03;18,4;8,28;11,08;10,68
201;17,03;18,4;10,12;9,71;9,51
201;17,03;18,4;11,96;8,31;8,11
201;17,03;18,4;13,8;6,91;6,71
201;17,03;18,4;15,64;3,92;3,72
201;17,03;18,4;17,48;1,59;1,39
207;45,65;26,91;0,06;54,4;38
207;45,65;26,91;0,27;49,66;36,66
207;45,65;26,91;0,54;49,34;37,34
207;45,65;26,91;0,81;46,7;34,7
207;45,65;26,91;1,08;45,8;35,8
207;45,65;26,91;1,35;44,82;34,82
207;45,65;26,91;2,69;38,83;32,13
207;45,65;26,91;4,04;37,43;33,43
207;45,65;26,91;6,73;34,66;31,56
207;45,65;26,91;9,42;32,44;30,44
207;45,65;26,91;12,11;29,73;28,53
207;45,65;26,91;14,8;26,9;25,9
207;45,65;26,91;17,49;23,55;22,55
207;45,65;26,91;20,18;18,49;17,89
207;45,65;26,91;22,87;11,14;10,94
207;45,65;26,91;25,56;3,5;3,3
208;52,9;26,45;0,15;65,83;54,23
208;52,9;26,45;0,26;60,16;52,16
208;52,9;26,45;0,53;56,66;49,36
208;52,9;26,45;0,79;56,02;49,92
208;52,9;26,45;1,06;53,79;48,19
208;52,9;26,45;1,3;52,9;48,2
208;52,9;26,45;2,64;49,82;45,12
208;52,9;26,45;3,97;47,01;42,91
208;52,9;26,45;6,61;43,8;40,2
208;52,9;26,45;9,26;40,84;38,04
208;52,9;26,45;11,9;38,55;36,35
208;52,9;26,45;14,55;35,05;33,05
208;52,9;26,45;17,19;34,54;32,84
208;52,9;26,45;19,84;23,27;21,77
208;52,9;26,45;22,48;12,61;11,91
208;52,9;26,45;25,13;3,02;2,82
212;47,46;23,63;0,06;59,46;46,46
212;47,46;23,63;0,24;53,79;42,79
212;47,46;23,63;0,47;51,57;41,57
212;47,46;23,63;0,71;49,18;39,18
212;47,46;23,63;0,95;48,45;40,45
212;47,46;23,63;1,18;47,78;40,78
212;47,46;23,63;2,36;43,29;39,29
212;47,46;23,63;3,54;41,79;38,19
212;47,46;23,63;5,91;38,87;35,87
212;47,46;23,63;8,27;34,7;32,3
212;47,46;23,63;10,7;32,79;30,69
212;47,46;23,63;13;29,6;27,8
212;47,46;23,63;15,36;23,78;22,58
212;47,46;23,63;17,72;19,58;18,58
212;47,46;23,63;20,09;11,27;10,87
212;47,46;23,63;22,45;2,83;2,63
215;24,83;19;0,08;35,87;24,27
215;24,83;19;0,19;31,51;20,11
215;24,83;19;0,38;28,87;20,87
215;24,83;19;0,57;26,8;19
215;24,83;19;0,76;26,07;20,07
215;24,83;19;0,95;25,31;19,81
215;24,83;19;1,9;22,92;17,82
215;24,83;19;2,85;21,68;17,58
215;24,83;19;4,75;19,93;17,23
215;24,83;19;6,65;18,49;16,59
215;24,83;19;8,55;17,22;16,52
215;24,83;19;10,45;15,72;15,32
215;24,83;19;12,35;14,23;13,93
215;24,83;19;14,25;11,2;11
215;24,83;19;16,15;5,89;5,69
215;24,83;19;18,05;2,39;2,19
216;30,65;23,9;0,09;43,8;30,8
216;30,65;23,9;0,24;37,56;27,56
216;30,65;23,9;0,48;35,21;27,21
216;30,65;23,9;0,72;32,53;26,53
216;30,65;23,9;0,96;31,83;28,83
216;30,65;23,9;1,2;30,78;27,78
216;30,65;23,9;2,39;28,2;25,2
216;30,65;23,9;3,59;26,23;24,23
216;30,65;23,9;5,97;24,73;23,13
216;30,65;23,9;8,36;21,65;20,65
216;30,65;23,9;10,76;19,99;19,39
216;30,65;23,9;13,15;18,46;18,06
216;30,65;23,9;15,53;17,16;16,76
216;30,65;23,9;17,92;13,05;12,85
216;30,65;23,9;20,32;8,44;8,24
216;30,65;23,9;22,7;2,74;2,54
217;21,45;20,06;0,07;28,01;20,01
217;21,45;20,06;0,2;25,24;19,24
217;21,45;20,06;0,4;24,03;18,13
217;21,45;20,06;0,6;23,75;18,75
217;21,45;20,06;0,8;22,7;18,7
217;21,45;20,06;1;22,6;19
217;21,45;20,06;2,01;19,26;16,76
217;21,45;20,06;3,01;18,4;16,4
217;21,45;20,06;5,03;17,03;15,43
217;21,45;20,06;7,02;16,01;15,01
217;21,45;20,06;9,03;14,42;13,92
217;21,45;20,06;11,03;13,27;12,87
217;21,45;20,06;13,04;11,78;11,48
217;21,45;20,06;15,02;10,15;9,95
217;21,45;20,06;17,05;7,8;7,6
217;21,45;20,06;19,06;3,18;2,98
218;51,88;24,73;0;72,83;58,83
218;51,88;24,73;0,25;63,09;52,59
218;51,88;24,73;0,49;60,86;52,16
218;51,88;24,73;0,74;58,95;50,95
218;51,88;24,73;0,99;53,92;47,92
218;51,88;24,73;1,24;52,14;46,14
218;51,88;24,73;2,47;47,17;42,17
218;51,88;24,73;3,71;47,17;44,77
218;51,88;24,73;6,18;40,04;37,74
218;51,88;24,73;8,66;39,15;37,55
218;51,88;24,73;11,2;35,97;35,37
218;51,88;24,73;13,5;34,63;34,03
218;51,88;24,73;16,07;27,22;26,82
218;51,88;24,73;18,65;23,08;22,88
218;51,88;24,73;21,02;10,82;10,62
218;51,88;24,73;23,49;3,31;3,11
219;13,85;13,4;0,06;21,65;14,95
219;13,85;13,4;0,13;18,18;13,38
219;13,85;13,4;0,27;17,83;13,13
219;13,85;13,4;0,4;17,54;13,74
219;13,85;13,4;0,54;16,42;13,02
219;13,85;13,4;0,67;16,01;13,21
219;13,85;13,4;1,34;13,69;11,19
219;13,85;13,4;2,01;12,8;10,7
219;13,85;13,4;3,35;11,14;10,14
219;13,85;13,4;4,69;10,5;9,7
219;13,85;13,4;6,03;9,71;9,11
219;13,85;13,4;7,37;8,98;8,58
219;13,85;13,4;8,71;7,61;7,41
219;13,85;13,4;10,05;6,94;6,74
219;13,85;13,4;11,39;3,47;3,27
219;13,85;13,4;12,73;1,66;1,46
220;15,85;16,35;0,08;22,38;12,88
220;15,85;16,35;0,16;19,74;12,14
220;15,85;16,35;0,33;19,64;13,44
220;15,85;16,35;0,49;18,3;13,1
220;15,85;16,35;0,65;17,67;13,37
220;15,85;16,35;0,82;17,19;13,29
220;15,85;16,35;1,63;15,22;12,02
220;15,85;16,35;2,45;14,16;11,46
220;15,85;16,35;4,09;12,86;10,96
220;15,85;16,35;5,72;11,59;10,49
220;15,85;16,35;7,36;10,41;9,61
220;15,85;16,35;8,99;9,74;9,14
220;15,85;16,35;10,63;8,88;8,38
220;15,85;16,35;12,24;7,07;6,67
220;15,85;16,35;13,9;5,44;5,24
220;15,85;16,35;15,53;2,23;2,03
221;23,14;16,28;0,07;30,14;22,14
221;23,14;16,28;0,16;27,41;19,41
221;23,14;16,28;0,33;25,5;19,5
221;23,14;16,28;0,49;25,37;19,37
221;23,14;16,28;0,65;24,83;18,83
221;23,14;16,28;0,81;24,29;18,29
221;23,14;16,28;1,63;21,1;17,1
221;23,14;16,28;2,44;20,5;16,7
221;23,14;16,28;4,07;17,16;15,46
221;23,14;16,28;5,7;16,81;16,01
221;23,14;16,28;7,33;15,72;15,12
221;23,14;16,28;8,95;12,86;12,46
221;23,14;16,28;10,58;12,1;11,9
221;23,14;16,28;12,21;8,59;8,39
221;23,14;16,28;13,84;5,54;5,34
221;23,14;16,28;15,47;1,81;1,61
222;25,21;16,28;0,06;34,7;26,4
222;25,21;16,28;0,16;31,35;24,75
222;25,21;16,28;0,33;29,54;24,14
222;25,21;16,28;0,49;28,65;23,85
222;25,21;16,28;0,65;28,14;23,94
222;25,21;16,28;0,81;27,6;23,8
222;25,21;16,28;1,63;24,67;21,27
222;25,21;16,28;2,44;23,36;20,56
222;25,21;16,28;4,07;21,1;19
222;25,21;16,28;5,7;20,05;18,65
222;25,21;16,28;7,33;18,18;16,98
222;25,21;16,28;8,95;16,84;16,14
222;25,21;16,28;10,58;14,2;13,6
222;25,21;16,28;12,21;11,08;10,68
222;25,21;16,28;13,84;6,94;6,74
222;25,21;16,28;15,47;2,71;2,51
223;35,17;18,31;0,12;42,49;32,49
223;35,17;18,31;0,18;38,61;28,61
223;35,17;18,31;0,37;38,2;28,6
223;35,17;18,31;0,55;37,56;28,56
223;35,17;18,31;0,73;36,64;27,64
223;35,17;18,31;0,92;36,54;28,04
223;35,17;18,31;1,83;31,7;25,7
223;35,17;18,31;2,75;30,43;26,43
223;35,17;18,31;4,58;26,64;24,64
223;35,17;18,31;6,41;24,99;23,99
223;35,17;18,31;8,24;22,92;22,12
223;35,17;18,31;10,07;21,26;20,66
223;35,17;18,31;11,95;18,88;18,28
223;35,17;18,31;13,73;15,28;14,88
223;35,17;18,31;15,56;9,61;9,41
223;35,17;18,31;17,39;3,34;3,14
225;38,36;17,27;0,07;46,79;34,79
225;38,36;17,27;0,17;42,69;33,99
225;38,36;17,27;0,35;41,44;32,84
225;38,36;17,27;0,52;40,01;32,51
225;38,36;17,27;0,69;39,53;33,73
225;38,36;17,27;0,86;38,87;33,27
225;38,36;17,27;1,73;37,66;32,46
225;38,36;17,27;2,59;36,13;31,53
225;38,36;17,27;4,32;33,2;28,7
225;38,36;17,27;6,04;31,54;28,54
225;38,36;17,27;7,88;30,3;28
225;38,36;17,27;9,5;26,13;23,83
225;38,36;17,27;11,28;23,62;21,82
225;38,36;17,27;13;17,28;16,28
225;38,36;17,27;14,68;10,09;9,69
225;38,36;17,27;16,41;3,34;3,14
226;28,01;15,8;0,02;36,32;25,22
226;28,01;15,8;0,16;34;24
226;28,01;15,8;0,32;32,88;22,88
226;28,01;15,8;0,47;31,58;21,58
226;28,01;15,8;0,63;30,88;21,78
226;28,01;15,8;0,79;29,73;20,83
226;28,01;15,8;1,58;27,44;20,34
226;28,01;15,8;2,37;24,83;20,23
226;28,01;15,8;3,95;23,3;19,5
226;28,01;15,8;5,53;21,77;19,47
226;28,01;15,8;7,15;20,5;18,7
226;28,01;15,8;8,69;18,94;17,64
226;28,01;15,8;10,27;17,06;15,86
226;28,01;15,8;11,81;13,31;12,61
226;28,01;15,8;13,43;8,75;8,25
226;28,01;15,8;14,49;4,46;4,26
227;21,55;13,06;0,04;29,92;22,72
227;21,55;13,06;0,13;26,67;22,27
227;21,55;13,06;0,26;25,31;21,41
227;21,55;13,06;0,39;24,57;20,97
227;21,55;13,06;0,52;24,51;21,11
227;21,55;13,06;0,65;23,3;19,9
227;21,55;13,06;1,31;21,42;19,22
227;21,55;13,06;1,96;19,74;17,94
227;21,55;13,06;3,27;18,59;17,09
227;21,55;13,06;4,57;17,25;16,15
227;21,55;13,06;5,88;15,82;14,72
227;21,55;13,06;7,18;15,02;14,32
227;21,55;13,06;8,49;12,67;12,17
227;21,55;13,06;9,78;9,58;9,38
227;21,55;13,06;11,1;5,76;5,56
227;21,55;13,06;12,41;1,56;1,56
230;11,36;7,38;0,05;16,07;12,17
230;11,36;7,38;0,07;15,31;11,61
230;11,36;7,38;0,15;14,8;11,2
230;11,36;7,38;0,22;14,61;11,01
230;11,36;7,38;0,3;14,1;10,9
230;11,36;7,38;0,37;13,53;10,63
230;11,36;7,38;0,74;12,73;10,03
230;11,36;7,38;1,11;11,84;9,44
230;11,36;7,38;1,85;10,85;9,35
230;11,36;7,38;2,58;9,17;8,37
230;11,36;7,38;3,35;8,02;7,62
230;11,36;7,38;4,06;6,56;6,36
230;11,36;7,38;4,8;5,22;5,02
230;11,36;7,38;5,53;4,11;4,11
230;11,36;7,38;6,27;2,61;2,61
230;11,36;7,38;7,01;1,24;1,24
233;21,84;14,64;0,1;30,88;16,38
233;21,84;14,64;0,15;28,71;16,71
233;21,84;14,64;0,29;28,33;18,33
233;21,84;14,64;0,44;26,83;19,83
233;21,84;14,64;0,59;25,53;19,13
233;21,84;14,64;0,73;23,71;18,71
233;21,84;14,64;1,46;19,39;17,39
233;21,84;14,64;2,2;18,46;16,46
233;21,84;14,64;3,66;16,27;14,27
233;21,84;14,64;5,15;15,28;14,28
233;21,84;14,64;6,59;12,92;12,32
233;21,84;14,64;8,1;11,33;10,93
233;21,84;14,64;9,52;10,28;10,08
233;21,84;14,64;10,98;8,12;7,92
233;21,84;14,64;12,44;4,65;4,45
233;21,84;14,64;13,91;2,07;1,87
236;36,73;20,31;0,13;49,75;40,85
236;36,73;20,31;0,2;41;33,3
236;36,73;20,31;0,41;39,92;33,22
236;36,73;20,31;0,61;38,01;32,61
236;36,73;20,31;0,81;37,37;31,77
236;36,73;20,31;1,02;37,24;32,94
236;36,73;20,31;2,03;35,81;32,01
236;36,73;20,31;3,05;33,74;30,24
236;36,73;20,31;5,08;32,02;29,82
236;36,73;20,31;7,11;30,37;28,37
236;36,73;20,31;9,14;29,22;27,92
236;36,73;20,31;11,27;24,29;23,39
236;36,73;20,31;13,2;17,19;16,49
236;36,73;20,31;15,23;12,35;11,95
236;36,73;20,31;17,3;7,48;7,28
236;36,73;20,31;19,29;2,52;2,32
237;41,06;15,95;0,06;50,29;37,29
237;41,06;15,95;0,16;45,96;36,96
237;41,06;15,95;0,32;45,07;38,07
237;41,06;15,95;0,48;43,99;37,99
237;41,06;15,95;0,64;42,81;36,81
237;41,06;15,95;0,8;42,21;36,21
237;41,06;15,95;1,6;39,79;34,29
237;41,06;15,95;2,39;37,24;33,64
237;41,06;15,95;3,99;35,4;32,6
237;41,06;15,95;5,58;34,06;33,06
237;41,06;15,95;7,18;31,83;31,03
237;41,06;15,95;8,77;25,88;25,48
237;41,06;15,95;10,37;24,92;24,52
237;41,06;15,95;11,96;16,3;16,1
237;41,06;15,95;13,56;10,06;9,86
237;41,06;15,95;15,15;3,5;3,3
238;12,76;11,51;0,05;20,94;12,94
238;12,76;11,51;0,12;19,48;12,48
238;12,76;11,51;0,23;19,32;13,92
238;12,76;11,51;0,35;16,87;12,87
238;12,76;11,51;0,46;15,47;12,37
238;12,76;11,51;0,58;14,87;12,57
238;12,76;11,51;1,15;13,05;11,05
238;12,76;11,51;1,73;12,06;10,96
238;12,76;11,51;2,88;10,82;9,92
238;12,76;11,51;4,03;10,25;9,85
238;12,76;11,51;5,18;9,68;9,28
238;12,76;11,51;6,33;8,59;8,39
238;12,76;11,51;7,48;7,96;7,76
238;12,76;11,51;8,63;6,18;5,98
238;12,76;11,51;9,78;3,44;3,24
238;12,76;11,51;10,93;1,43;1,23
242;44,09;17,38;0,09;59,52;46,02
242;44,09;17,38;0,17;51,98;39,58
242;44,09;17,38;0,35;51,88;40,68
242;44,09;17,38;0,52;49,66;39,56
242;44,09;17,38;0,7;47,11;38,21
242;44,09;17,38;0,87;46,06;37,66
242;44,09;17,38;1,74;42,88;35,08
242;44,09;17,38;2,61;40,9;35,7
242;44,09;17,38;4,34;35,05;30,95
242;44,09;17,38;6,08;33,14;30,74
242;44,09;17,38;7,82;32,85;30,85
242;44,09;17,38;9,5;29,32;27,82
242;44,09;17,38;11,3;24,99;24,29
242;44,09;17,38;13,03;14,1;13,7
242;44,09;17,38;14,8;7,48;7,08
242;44,09;17,38;16,51;2,42;2,22
